topic,strategy,rank,tts,tts_tfidf,kis
400,s4,5,amazon rain forest what measur,amazon forest rain preserv measur,amazon forest brazil rain environment
400,s4,6,amazon rain forest what measur be,amazon forest rain preserv measur endeavor,amazon forest brazil rain environment brazilian
400,s4,7,amazon rain forest what measur be taken,amazon forest rain preserv measur endeavor tropic,amazon forest brazil rain environment brazilian deforest
400,s4,8,amazon rain forest what measur be taken local,amazon forest rain preserv measur endeavor tropic relev,amazon forest brazil rain environment brazilian deforest mend
400,s4,9,amazon rain forest what measur be taken local south,amazon forest rain preserv measur endeavor tropic relev taken,amazon forest brazil rain environment brazilian deforest mend tapper
400,s4,10,amazon rain forest what measur be taken local south american,amazon forest rain preserv measur endeavor tropic relev taken document,amazon forest brazil rain environment brazilian deforest mend tapper collor
445,s4,1,women,clergi,church
445,s4,2,women clergi,clergi e.g,church anglican
445,s4,3,women clergi what,clergi e.g instal,church anglican bishop
445,s4,4,women clergi what other,clergi e.g instal nun,church anglican bishop archbishop
445,s4,5,women clergi what other countri,clergi e.g instal nun church,church anglican bishop archbishop women
445,s4,6,women clergi what other countri besid,clergi e.g instal nun church countri,church anglican bishop archbishop women ordain
445,s4,7,women clergi what other countri besid unit,clergi e.g instal nun church countri choir,church anglican bishop archbishop women ordain ordin
445,s4,8,women clergi what other countri besid unit state,clergi e.g instal nun church countri choir pastor,church anglican bishop archbishop women ordain ordin priest
445,s4,9,women clergi what other countri besid unit state consid,clergi e.g instal nun church countri choir pastor women,church anglican bishop archbishop women ordain ordin priest canterburi
445,s4,10,women clergi what other countri besid unit state consid have,clergi e.g instal nun church countri choir pastor women relev,church anglican bishop archbishop women ordain ordin priest canterburi cathol
325,s4,1,cult,cult,cult
325,s4,2,cult lifestyl,cult relev,cult sect
325,s4,3,cult lifestyl describ,cult relev lifestyl,cult sect aum
325,s4,4,cult lifestyl describ name,cult relev lifestyl document,cult sect aum koresh
325,s4,5,cult lifestyl describ name identifi,cult relev lifestyl document name,cult sect aum koresh asahara
325,s4,6,cult lifestyl describ name identifi member,cult relev lifestyl document name attain,cult sect aum koresh asahara member
325,s4,7,cult lifestyl describ name identifi member activ,cult relev lifestyl document name attain clarifi,cult sect aum koresh asahara member compound
325,s4,8,cult lifestyl describ name identifi member activ everydai,cult relev lifestyl document name attain clarifi everydai,cult sect aum koresh asahara member compound shinrikyo
325,s4,9,cult lifestyl describ name identifi member activ everydai life,cult relev lifestyl document name attain clarifi everydai inform,cult sect aum koresh asahara member compound shinrikyo davidian
325,s4,10,cult lifestyl describ name identifi member activ everydai life relev,cult relev lifestyl document name attain clarifi everydai inform member,cult sect aum koresh asahara member compound shinrikyo davidian group
404,s4,1,ireland,ireland,i.r.a
404,s4,2,ireland peac,ireland peac,i.r.a sinn
404,s4,3,ireland peac talk,ireland peac violenc,i.r.a sinn fein
404,s4,4,ireland peac talk how,ireland peac violenc relev,i.r.a sinn fein ireland
404,s4,5,ireland peac talk how often,ireland peac violenc relev act,i.r.a sinn fein ireland protest
404,s4,6,ireland peac talk how often were,ireland peac violenc relev act interrupt,i.r.a sinn fein ireland protest irish
404,s4,7,ireland peac talk how often were delai,ireland peac violenc relev act interrupt disrupt,i.r.a sinn fein ireland protest irish british
404,s4,8,ireland peac talk how often were delai disrupt,ireland peac violenc relev act interrupt disrupt talk,i.r.a sinn fein ireland protest irish british northern
404,s4,9,ireland peac talk how often were delai disrupt result,ireland peac violenc relev act interrupt disrupt talk attribut,i.r.a sinn fein ireland protest irish british northern peac
404,s4,10,ireland peac talk how often were delai disrupt result act,ireland peac violenc relev act interrupt disrupt talk attribut directli,i.r.a sinn fein ireland protest irish british northern peac cathol
646,s4,1,food,stamp,stamp
646,s4,2,food stamp,stamp food,stamp food
646,s4,3,food stamp increas,stamp food document,stamp food welfar
646,s4,4,food stamp increas find,stamp food document relev,stamp food welfar benefit
646,s4,5,food stamp increas find document,stamp food document relev elig,stamp food welfar benefit program
646,s4,6,food stamp increas find document discuss,stamp food document relev elig discuss,stamp food welfar benefit program immigr
646,s4,7,food stamp increas find document discuss number,stamp food document relev elig discuss recipi,stamp food welfar benefit program immigr feder
646,s4,8,food stamp increas find document discuss number peopl,stamp food document relev elig discuss recipi impli,stamp food welfar benefit program immigr feder state
646,s4,9,food stamp increas find document discuss number peopl receiv,stamp food document relev elig discuss recipi impli increas,stamp food welfar benefit program immigr feder state recipi
646,s4,10,food stamp increas find document discuss number peopl receiv benefit,stamp food document relev elig discuss recipi impli increas immigr,stamp food welfar benefit program immigr feder state recipi elig
408,s4,1,tropic,storm,hurrican
408,s4,2,tropic storm,storm tropic,hurrican storm
408,s4,3,tropic storm what,storm tropic damag,hurrican storm damag
408,s4,4,tropic storm what hurrican,storm tropic damag typhoon,hurrican storm damag flood
408,s4,5,tropic storm what hurrican typhoon,storm tropic damag typhoon hurrican,hurrican storm damag flood wind
408,s4,6,tropic storm what hurrican typhoon have,storm tropic damag typhoon hurrican caus,hurrican storm damag flood wind were
408,s4,7,tropic storm what hurrican typhoon have caus,storm tropic damag typhoon hurrican caus relev,hurrican storm damag flood wind were island
408,s4,8,tropic storm what hurrican typhoon have caus signific,storm tropic damag typhoon hurrican caus relev slight,hurrican storm damag flood wind were island coast
408,s4,9,tropic storm what hurrican typhoon have caus signific properti,storm tropic damag typhoon hurrican caus relev slight extent,hurrican storm damag flood wind were island coast said
408,s4,10,tropic storm what hurrican typhoon have caus signific properti damag,storm tropic damag typhoon hurrican caus relev slight extent document,hurrican storm damag flood wind were island coast said peopl
690,s4,1,colleg,document,colleg
690,s4,2,colleg educ,document advantag,colleg job
690,s4,3,colleg educ advantag,document advantag relev,colleg job wage
690,s4,4,colleg educ advantag find,document advantag relev colleg,colleg job wage worker
690,s4,5,colleg educ advantag find document,document advantag relev colleg cite,colleg job wage worker educ
690,s4,6,colleg educ advantag find document which,document advantag relev colleg cite vocat,colleg job wage worker educ graduat
690,s4,7,colleg educ advantag find document which describ,document advantag relev colleg cite vocat opportun,colleg job wage worker educ graduat percent
690,s4,8,colleg educ advantag find document which describ hire,document advantag relev colleg cite vocat opportun educ,colleg job wage worker educ graduat percent economist
690,s4,9,colleg educ advantag find document which describ hire potenti,document advantag relev colleg cite vocat opportun educ u.,colleg job wage worker educ graduat percent economist employ
690,s4,10,colleg educ advantag find document which describ hire potenti increas,document advantag relev colleg cite vocat opportun educ u. non,colleg job wage worker educ graduat percent economist employ incom
372,s4,1,nativ,nativ,casino
372,s4,2,nativ american,nativ casino,casino tribe
372,s4,3,nativ american casino,nativ casino gambl,casino tribe indian
372,s4,4,nativ american casino identifi,nativ casino gambl american,casino tribe indian gambl
372,s4,5,nativ american casino identifi document,nativ casino gambl american document,casino tribe indian gambl tribal
372,s4,6,nativ american casino identifi document discuss,nativ casino gambl american document autonomi,casino tribe indian gambl tribal pequot
372,s4,7,nativ american casino identifi document discuss growth,nativ casino gambl american document autonomi tribal,casino tribe indian gambl tribal pequot state
372,s4,8,nativ american casino identifi document discuss growth gambl,nativ casino gambl american document autonomi tribal discuss,casino tribe indian gambl tribal pequot state mohawk
372,s4,9,nativ american casino identifi document discuss growth gambl relev,nativ casino gambl american document autonomi tribal discuss relev,casino tribe indian gambl tribal pequot state mohawk reserv
372,s4,10,nativ american casino identifi document discuss growth gambl relev includ,nativ casino gambl american document autonomi tribal discuss relev implic,casino tribe indian gambl tribal pequot state mohawk reserv foxwood
330,s4,1,iran,cooper,iran
330,s4,2,iran cooper,cooper iran,iran iraq
330,s4,3,iran cooper queri,cooper iran queri,iran iraq iranian
330,s4,4,iran cooper queri look,cooper iran queri etc,iran iraq iranian iraqi
330,s4,5,iran cooper queri look exampl,cooper iran queri etc benefici,iran iraq iranian iraqi war
330,s4,6,iran cooper queri look exampl friendli,cooper iran queri etc benefici relev,iran iraq iranian iraqi war teheran
330,s4,7,iran cooper queri look exampl friendli ti,cooper iran queri etc benefici relev sanction,iran iraq iranian iraqi war teheran gulf
330,s4,8,iran cooper queri look exampl friendli ti between,cooper iran queri etc benefici relev sanction mutual,iran iraq iranian iraqi war teheran gulf ceas
330,s4,9,iran cooper queri look exampl friendli ti between iraq,cooper iran queri etc benefici relev sanction mutual collabor,iran iraq iranian iraqi war teheran gulf ceas baghdad
330,s4,10,iran cooper queri look exampl friendli ti between iraq wai,cooper iran queri etc benefici relev sanction mutual collabor friendli,iran iraq iranian iraqi war teheran gulf ceas baghdad shiit
375,s4,1,hydrogen,hydrogen,hydrogen
375,s4,2,hydrogen energi,hydrogen energi,hydrogen fuel
375,s4,3,hydrogen energi what,hydrogen energi fusion,hydrogen fuel fusion
375,s4,4,hydrogen energi what statu,hydrogen energi fusion feasibl,hydrogen fuel fusion cell
375,s4,5,hydrogen energi what statu research,hydrogen energi fusion feasibl research,hydrogen fuel fusion cell energi
375,s4,6,hydrogen energi what statu research feasibl,hydrogen energi fusion feasibl research relev,hydrogen fuel fusion cell energi car
375,s4,7,hydrogen energi what statu research feasibl sourc,hydrogen energi fusion feasibl research relev fuel,hydrogen fuel fusion cell energi car vehicl
375,s4,8,hydrogen energi what statu research feasibl sourc relev,hydrogen energi fusion feasibl research relev fuel document,hydrogen fuel fusion cell energi car vehicl electr
375,s4,9,hydrogen energi what statu research feasibl sourc relev document,hydrogen energi fusion feasibl research relev fuel document statu,hydrogen fuel fusion cell energi car vehicl electr power
375,s4,10,hydrogen energi what statu research feasibl sourc relev document describ,hydrogen energi fusion feasibl research relev fuel document statu progress,hydrogen fuel fusion cell energi car vehicl electr power hybrid
378,s4,1,euro,euro,euro
378,s4,2,euro opposit,euro opposit,euro european
378,s4,3,euro opposit identifi,euro opposit document,euro european currenc
378,s4,4,euro opposit identifi document,euro opposit document relev,euro european currenc europ
378,s4,5,euro opposit identifi document discuss,euro opposit document relev currenc,euro european currenc europ britain
378,s4,6,euro opposit identifi document discuss us,euro opposit document relev currenc us,euro european currenc europ britain monetari
378,s4,7,euro opposit identifi document discuss us european,euro opposit document relev currenc us european,euro european currenc europ britain monetari treati
378,s4,8,euro opposit identifi document discuss us european currenc,euro opposit document relev currenc us european oppos,euro european currenc europ britain monetari treati union
378,s4,9,euro opposit identifi document discuss us european currenc relev,euro opposit document relev currenc us european oppos identifi,euro european currenc europ britain monetari treati union germani
378,s4,10,euro opposit identifi document discuss us european currenc relev should,euro opposit document relev currenc us european oppos identifi individu,euro european currenc europ britain monetari treati union germani blair
379,s4,1,mainstream,impair,educ
379,s4,2,mainstream identifi,impair mainstream,educ student
379,s4,3,mainstream identifi document,impair mainstream mental,educ student special
379,s4,4,mainstream identifi document discuss,impair mainstream mental document,educ student special school
379,s4,5,mainstream identifi document discuss children,impair mainstream mental document children,educ student special school disabl
379,s4,6,mainstream identifi document discuss children physic,impair mainstream mental document children physic,educ student special school disabl children
379,s4,7,mainstream identifi document discuss children physic mental,impair mainstream mental document children physic con,educ student special school disabl children classroom
379,s4,8,mainstream identifi document discuss children physic mental impair,impair mainstream mental document children physic con relev,educ student special school disabl children classroom teacher
379,s4,9,mainstream identifi document discuss children physic mental impair relev,impair mainstream mental document children physic con relev belief,educ student special school disabl children classroom teacher class
379,s4,10,mainstream identifi document discuss children physic mental impair relev includ,impair mainstream mental document children physic con relev belief attitud,educ student special school disabl children classroom teacher class district
336,s4,1,black,bear,bear
336,s4,2,black bear,bear relev,bear hunt
336,s4,3,black bear attack,bear relev black,bear hunt wildlif
336,s4,4,black bear attack relev,bear relev black viciou,bear hunt wildlif grizzli
336,s4,5,black bear attack relev document,bear relev black viciou savag,bear hunt wildlif grizzli black
336,s4,6,black bear attack relev document would,bear relev black viciou savag attack,bear hunt wildlif grizzli black anim
336,s4,7,black bear attack relev document would discuss,bear relev black viciou savag attack document,bear hunt wildlif grizzli black anim kill
336,s4,8,black bear attack relev document would discuss frequenc,bear relev black viciou savag attack document caus,bear hunt wildlif grizzli black anim kill popul
336,s4,9,black bear attack relev document would discuss frequenc viciou,bear relev black viciou savag attack document caus aforement,bear hunt wildlif grizzli black anim kill popul human
336,s4,10,black bear attack relev document would discuss frequenc viciou worldwid,bear relev black viciou savag attack document caus aforement vicious,bear hunt wildlif grizzli black anim kill popul human state
414,s4,1,cuba,sugar,cuba
414,s4,2,cuba sugar,sugar cuba,cuba castro
414,s4,3,cuba sugar export,sugar cuba export,cuba castro cuban
414,s4,4,cuba sugar export how,sugar cuba export relev,cuba castro cuban soviet
414,s4,5,cuba sugar export how much,sugar cuba export relev explicitli,cuba castro cuban soviet sugar
414,s4,6,cuba sugar export how much doe,sugar cuba export relev explicitli statist,cuba castro cuban soviet sugar gorbachev
414,s4,7,cuba sugar export how much doe which,sugar cuba export relev explicitli statist unless,cuba castro cuban soviet sugar gorbachev cargil
414,s4,8,cuba sugar export how much doe which countri,sugar cuba export relev explicitli statist unless document,cuba castro cuban soviet sugar gorbachev cargil union
414,s4,9,cuba sugar export how much doe which countri import,sugar cuba export relev explicitli statist unless document mention,cuba castro cuban soviet sugar gorbachev cargil union econom
414,s4,10,cuba sugar export how much doe which countri import relev,sugar cuba export relev explicitli statist unless document mention regard,cuba castro cuban soviet sugar gorbachev cargil union econom fidel
416,s4,1,three,project,dam
416,s4,2,three gorg,project gorg,dam china
416,s4,3,three gorg project,project gorg ongo,dam china yangtz
416,s4,4,three gorg project what,project gorg ongo relev,dam china yangtz gorg
416,s4,5,three gorg project what ongo,project gorg ongo relev estim,dam china yangtz gorg project
416,s4,6,three gorg project what ongo statu,project gorg ongo relev estim ecolog,dam china yangtz gorg project river
416,s4,7,three gorg project what ongo statu relev,project gorg ongo relev estim ecolog actual,dam china yangtz gorg project river chines
416,s4,8,three gorg project what ongo statu relev document,project gorg ongo relev estim ecolog actual output,dam china yangtz gorg project river chines water
416,s4,9,three gorg project what ongo statu relev document provid,project gorg ongo relev estim ecolog actual output electr,dam china yangtz gorg project river chines water flood
416,s4,10,three gorg project what ongo statu relev document provid actual,project gorg ongo relev estim ecolog actual output electr document,dam china yangtz gorg project river chines water flood chongq
614,s4,1,flavr,flavr,genet
614,s4,2,flavr savr,flavr savr,genet tomato
614,s4,3,flavr savr tomato,flavr savr tomato,genet tomato calgen
614,s4,4,flavr savr tomato find,flavr savr tomato genet,genet tomato calgen biotechnolog
614,s4,5,flavr savr tomato find inform,flavr savr tomato genet relev,genet tomato calgen biotechnolog food
614,s4,6,flavr savr tomato find inform about,flavr savr tomato genet relev calgen,genet tomato calgen biotechnolog food gene
614,s4,7,flavr savr tomato find inform about first,flavr savr tomato genet relev calgen saver,genet tomato calgen biotechnolog food gene plant
614,s4,8,flavr savr tomato find inform about first genet,flavr savr tomato genet relev calgen saver document,genet tomato calgen biotechnolog food gene plant monsanto
614,s4,9,flavr savr tomato find inform about first genet modifi,flavr savr tomato genet relev calgen saver document food,genet tomato calgen biotechnolog food gene plant monsanto engin
614,s4,10,flavr savr tomato find inform about first genet modifi food,flavr savr tomato genet relev calgen saver document food modifi,genet tomato calgen biotechnolog food gene plant monsanto engin crop
419,s4,1,recycl,tire,tire
419,s4,2,recycl automobil,tire recycl,tire recycl
419,s4,3,recycl automobil tire,tire recycl automobil,tire recycl rubber
419,s4,4,recycl automobil tire what,tire recycl automobil filler,tire recycl rubber landfil
419,s4,5,recycl automobil tire what new,tire recycl automobil filler binder,tire recycl rubber landfil plant
419,s4,6,recycl automobil tire what new us,tire recycl automobil filler binder reef,tire recycl rubber landfil plant environment
419,s4,7,recycl automobil tire what new us have,tire recycl automobil filler binder reef asphalt,tire recycl rubber landfil plant environment burn
419,s4,8,recycl automobil tire what new us have been,tire recycl automobil filler binder reef asphalt roadwai,tire recycl rubber landfil plant environment burn us
419,s4,9,recycl automobil tire what new us have been develop,tire recycl automobil filler binder reef asphalt roadwai distil,tire recycl rubber landfil plant environment burn us materi
419,s4,10,recycl automobil tire what new us have been develop old,tire recycl automobil filler binder reef asphalt roadwai distil habitat,tire recycl rubber landfil plant environment burn us materi seneca
341,s4,1,airport,relev,airport
341,s4,2,airport secur,relev luggag,airport secur
341,s4,3,airport secur relev,relev luggag screen,airport secur airlin
341,s4,4,airport secur relev document,relev luggag screen airport,airport secur airlin passeng
341,s4,5,airport secur relev document would,relev luggag screen airport flight,airport secur airlin passeng bag
341,s4,6,airport secur relev document would discuss,relev luggag screen airport flight step,airport secur airlin passeng bag machin
341,s4,7,airport secur relev document would discuss effect,relev luggag screen airport flight step passeng,airport secur airlin passeng bag machin explos
341,s4,8,airport secur relev document would discuss effect effort,relev luggag screen airport flight step passeng baggag,airport secur airlin passeng bag machin explos luggag
341,s4,9,airport secur relev document would discuss effect effort better,relev luggag screen airport flight step passeng baggag scrutin,airport secur airlin passeng bag machin explos luggag aviat
341,s4,10,airport secur relev document would discuss effect effort better scrutin,relev luggag screen airport flight step passeng baggag scrutin addit,airport secur airlin passeng bag machin explos luggag aviat bomb
344,s4,1,abus,abus,mail
344,s4,2,abus e,abus e,mail e
344,s4,3,abus e avail,abus e payer,mail e employe
344,s4,4,abus e avail mani,abus e payer system,mail e employe messag
344,s4,5,abus e avail mani peopl,abus e payer system dissatisfact,mail e employe messag compani
344,s4,6,abus e avail mani peopl through,abus e payer system dissatisfact entiti,mail e employe messag compani privaci
344,s4,7,abus e avail mani peopl through job,abus e payer system dissatisfact entiti relat,mail e employe messag compani privaci monitor
344,s4,8,abus e avail mani peopl through job school,abus e payer system dissatisfact entiti relat relev,mail e employe messag compani privaci monitor comput
344,s4,9,abus e avail mani peopl through job school affili,abus e payer system dissatisfact entiti relat relev cost,mail e employe messag compani privaci monitor comput employ
344,s4,10,abus e avail mani peopl through job school affili ha,abus e payer system dissatisfact entiti relat relev cost affili,mail e employe messag compani privaci monitor comput employ ethic
345,s4,1,oversea,u.,tobacco
345,s4,2,oversea tobacco,u. tobacco,tobacco cigarett
345,s4,3,oversea tobacco sale,u. tobacco oversea,tobacco cigarett philip
345,s4,4,oversea tobacco sale health,u. tobacco oversea health,tobacco cigarett philip morri
345,s4,5,oversea tobacco sale health studi,u. tobacco oversea health sale,tobacco cigarett philip morri rjr
345,s4,6,oversea tobacco sale health studi primarili,u. tobacco oversea health sale impact,tobacco cigarett philip morri rjr compani
345,s4,7,oversea tobacco sale health studi primarili u.,u. tobacco oversea health sale impact econom,tobacco cigarett philip morri rjr compani nabisco
345,s4,8,oversea tobacco sale health studi primarili u. have,u. tobacco oversea health sale impact econom caus,tobacco cigarett philip morri rjr compani nabisco smoke
345,s4,9,oversea tobacco sale health studi primarili u. have caus,u. tobacco oversea health sale impact econom caus relev,tobacco cigarett philip morri rjr compani nabisco smoke percent
345,s4,10,oversea tobacco sale health studi primarili u. have caus reduct,u. tobacco oversea health sale impact econom caus relev decreas,tobacco cigarett philip morri rjr compani nabisco smoke percent brand
389,s4,1,illeg,entiti,toshiba
389,s4,2,illeg technolog,entiti transfer,toshiba export
389,s4,3,illeg technolog transfer,entiti transfer illeg,toshiba export nuclear
389,s4,4,illeg technolog transfer what,entiti transfer illeg purpos,toshiba export nuclear technolog
389,s4,5,illeg technolog transfer what specif,entiti transfer illeg purpos specif,toshiba export nuclear technolog offici
389,s4,6,illeg technolog transfer what specif entiti,entiti transfer illeg purpos specif indirectli,toshiba export nuclear technolog offici missil
389,s4,7,illeg technolog transfer what specif entiti have,entiti transfer illeg purpos specif indirectli technolog,toshiba export nuclear technolog offici missil china
389,s4,8,illeg technolog transfer what specif entiti have been,entiti transfer illeg purpos specif indirectli technolog etc,toshiba export nuclear technolog offici missil china p.r.c
389,s4,9,illeg technolog transfer what specif entiti have been accus,entiti transfer illeg purpos specif indirectli technolog etc government,toshiba export nuclear technolog offici missil china p.r.c khan
389,s4,10,illeg technolog transfer what specif entiti have been accus sell,entiti transfer illeg purpos specif indirectli technolog etc government relev,toshiba export nuclear technolog offici missil china p.r.c khan compani
422,s4,1,art,stolen,stolen
422,s4,2,art stolen,stolen relev,stolen museum
422,s4,3,art stolen forg,stolen relev forg,stolen museum art
422,s4,4,art stolen forg what,stolen relev forg art,stolen museum art paint
422,s4,5,art stolen forg what incid,stolen relev forg art mass,stolen museum art paint theft
422,s4,6,art stolen forg what incid have,stolen relev forg art mass etc,stolen museum art paint theft thiev
422,s4,7,art stolen forg what incid have been,stolen relev forg art mass etc reproduct,stolen museum art paint theft thiev artwork
422,s4,8,art stolen forg what incid have been instanc,stolen relev forg art mass etc reproduct pirat,stolen museum art paint theft thiev artwork galleri
422,s4,9,art stolen forg what incid have been instanc ani,stolen relev forg art mass etc reproduct pirat softwar,stolen museum art paint theft thiev artwork galleri work
422,s4,10,art stolen forg what incid have been instanc ani media,stolen relev forg art mass etc reproduct pirat softwar decor,stolen museum art paint theft thiev artwork galleri work recov
620,s4,1,franc,franc,test
620,s4,2,franc nuclear,franc nuclear,test french
620,s4,3,franc nuclear test,franc nuclear document,test french nuclear
620,s4,4,franc nuclear test how,franc nuclear document protest,test french nuclear franc
620,s4,5,franc nuclear test how did,franc nuclear document protest test,test french nuclear franc chirac
620,s4,6,franc nuclear test how did respond,franc nuclear document protest test relev,test french nuclear franc chirac mururoa
620,s4,7,franc nuclear test how did respond protest,franc nuclear document protest test relev pacif,test french nuclear franc chirac mururoa greenpeac
620,s4,8,franc nuclear test how did respond protest against,franc nuclear document protest test relev pacif regard,test french nuclear franc chirac mururoa greenpeac atol
620,s4,9,franc nuclear test how did respond protest against it,franc nuclear document protest test relev pacif regard ani,test french nuclear franc chirac mururoa greenpeac atol pacif
620,s4,10,franc nuclear test how did respond protest against it south,franc nuclear document protest test relev pacif regard ani type,test french nuclear franc chirac mururoa greenpeac atol pacif polynesia
423,s4,1,milosev,mirjana,milosev
423,s4,2,milosev mirjana,mirjana markov,milosev serbia
423,s4,3,milosev mirjana markov,mirjana markov milosev,milosev serbia serbian
423,s4,4,milosev mirjana markov find,mirjana markov milosev relev,milosev serbia serbian belgrad
423,s4,5,milosev mirjana markov find refer,mirjana markov milosev relev mira,milosev serbia serbian belgrad kosovo
423,s4,6,milosev mirjana markov find refer wife,mirjana markov milosev relev mira wife,milosev serbia serbian belgrad kosovo mr
423,s4,7,milosev mirjana markov find refer wife ani,mirjana markov milosev relev mira wife mention,milosev serbia serbian belgrad kosovo mr markov
423,s4,8,milosev mirjana markov find refer wife ani mention,mirjana markov milosev relev mira wife mention serbian,milosev serbia serbian belgrad kosovo mr markov serb
423,s4,9,milosev mirjana markov find refer wife ani mention serbian,mirjana markov milosev relev mira wife mention serbian refer,milosev serbia serbian belgrad kosovo mr markov serb yugoslav
423,s4,10,milosev mirjana markov find refer wife ani mention serbian presid,mirjana markov milosev relev mira wife mention serbian refer nicknam,milosev serbia serbian belgrad kosovo mr markov serb yugoslav draskov
347,s4,1,wildlif,speci,wildlif
347,s4,2,wildlif extinct,speci extinct,wildlif eleph
347,s4,3,wildlif extinct spot,speci extinct wildlif,wildlif eleph speci
347,s4,4,wildlif extinct spot owl,speci extinct wildlif prevent,wildlif eleph speci rhino
347,s4,5,wildlif extinct spot owl episod,speci extinct wildlif prevent countri,wildlif eleph speci rhino tiger
347,s4,6,wildlif extinct spot owl episod america,speci extinct wildlif prevent countri effort,wildlif eleph speci rhino tiger poacher
347,s4,7,wildlif extinct spot owl episod america highlight,speci extinct wildlif prevent countri effort owl,wildlif eleph speci rhino tiger poacher ivori
347,s4,8,wildlif extinct spot owl episod america highlight u.,speci extinct wildlif prevent countri effort owl demis,wildlif eleph speci rhino tiger poacher ivori anim
347,s4,9,wildlif extinct spot owl episod america highlight u. effort,speci extinct wildlif prevent countri effort owl demis u.,wildlif eleph speci rhino tiger poacher ivori anim panda
347,s4,10,wildlif extinct spot owl episod america highlight u. effort prevent,speci extinct wildlif prevent countri effort owl demis u. specifi,wildlif eleph speci rhino tiger poacher ivori anim panda poach
426,s4,1,law,dog,dog
426,s4,2,law enforc,dog relev,dog polic
426,s4,3,law enforc dog,dog relev enforc,dog polic bomb
426,s4,4,law enforc dog provid,dog relev enforc handler,dog polic bomb secur
426,s4,5,law enforc dog provid inform,dog relev enforc handler inform,dog polic bomb secur said
426,s4,6,law enforc dog provid inform us,dog relev enforc handler inform law,dog polic bomb secur said snif
426,s4,7,law enforc dog provid inform us worldwid,dog relev enforc handler inform law worldwid,dog polic bomb secur said snif airport
426,s4,8,law enforc dog provid inform us worldwid purpos,dog relev enforc handler inform law worldwid item,dog polic bomb secur said snif airport search
426,s4,9,law enforc dog provid inform us worldwid purpos relev,dog relev enforc handler inform law worldwid item purpos,dog polic bomb secur said snif airport search offic
426,s4,10,law enforc dog provid inform us worldwid purpos relev item,dog relev enforc handler inform law worldwid item purpos specif,dog polic bomb secur said snif airport search offic explos
427,s4,1,uv,uv,ozon
427,s4,2,uv damag,uv damag,ozon ultraviolet
427,s4,3,uv damag ey,uv damag relev,ozon ultraviolet cataract
427,s4,4,uv damag ey find,uv damag relev document,ozon ultraviolet cataract ey
427,s4,5,uv damag ey find document,uv damag relev document discuss,ozon ultraviolet cataract ey radiat
427,s4,6,uv damag ey find document discuss,uv damag relev document discuss ocular,ozon ultraviolet cataract ey radiat skin
427,s4,7,uv damag ey find document discuss ultraviolet,uv damag relev document discuss ocular ey,ozon ultraviolet cataract ey radiat skin chemic
427,s4,8,uv damag ey find document discuss ultraviolet light,uv damag relev document discuss ocular ey melanoma,ozon ultraviolet cataract ey radiat skin chemic chlorofluorocarbon
427,s4,9,uv damag ey find document discuss ultraviolet light from,uv damag relev document discuss ocular ey melanoma cataract,ozon ultraviolet cataract ey radiat skin chemic chlorofluorocarbon sun
427,s4,10,uv damag ey find document discuss ultraviolet light from sun,uv damag relev document discuss ocular ey melanoma cataract ultraviolet,ozon ultraviolet cataract ey radiat skin chemic chlorofluorocarbon sun sunglass
307,s4,1,new,relev,dam
307,s4,2,new hydroelectr,relev project,dam project
307,s4,3,new hydroelectr project,relev project hydroelectr,dam project china
307,s4,4,new hydroelectr project identifi,relev project hydroelectr reservoir,dam project china river
307,s4,5,new hydroelectr project identifi propos,relev project hydroelectr reservoir propos,dam project china river quebec
307,s4,6,new hydroelectr project identifi propos under,relev project hydroelectr reservoir propos locat,dam project china river quebec hydroelectr
307,s4,7,new hydroelectr project identifi propos under construct,relev project hydroelectr reservoir propos locat exist,dam project china river quebec hydroelectr yangtz
307,s4,8,new hydroelectr project identifi propos under construct countri,relev project hydroelectr reservoir propos locat exist minimum,dam project china river quebec hydroelectr yangtz gorg
307,s4,9,new hydroelectr project identifi propos under construct countri locat,relev project hydroelectr reservoir propos locat exist minimum facil,dam project china river quebec hydroelectr yangtz gorg water
307,s4,10,new hydroelectr project identifi propos under construct countri locat detail,relev project hydroelectr reservoir propos locat exist minimum facil underwai,dam project china river quebec hydroelectr yangtz gorg water hydro
626,s4,1,human,stamped,stamped
626,s4,2,human stamped,stamped relev,stamped pilgrim
626,s4,3,human stamped find,stamped relev human,stamped pilgrim were
626,s4,4,human stamped find report,stamped relev human document,stamped pilgrim were peopl
626,s4,5,human stamped find report have,stamped relev human document mention,stamped pilgrim were peopl crowd
626,s4,6,human stamped find report have result,stamped relev human document mention event,stamped pilgrim were peopl crowd fire
626,s4,7,human stamped find report have result 20,stamped relev human document mention event anim,stamped pilgrim were peopl crowd fire kill
626,s4,8,human stamped find report have result 20 more,stamped relev human document mention event anim entertain,stamped pilgrim were peopl crowd fire kill saudi
626,s4,9,human stamped find report have result 20 more death,stamped relev human document mention event anim entertain restaur,stamped pilgrim were peopl crowd fire kill saudi said
626,s4,10,human stamped find report have result 20 more death document,stamped relev human document mention event anim entertain restaur bar,stamped pilgrim were peopl crowd fire kill saudi said club
393,s5,1,merci kill,relev merci,kevorkian suicid
393,s5,2,merci kill identifi,relev merci case,kevorkian suicid patient
393,s5,3,merci kill identifi document,relev merci case kill,kevorkian suicid patient doctor
